text_unit_ids,entity_ids,id
1c2d8c652837fae12d7e1016a093614f,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'd54956b79dd147f894b67a8b97dcbef0'
 '80020a1da63042459e00266b2a605452' '31a7e680c4d54101afe4c8d52d246913']",1c2d8c652837fae12d7e1016a093614f
1c852b336f353f87f2751110f2cdc004,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'b999ed77e19e4f85b7f1ae79af5c002a']",1c852b336f353f87f2751110f2cdc004
1d9d7ab8e8e26dabca265f83b6c769f4,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '071a416efbec4f0886c19ac68f6d43cb'
 '82b0446e7c9d4fc793f7b97f890e9049' 'd9ef017549724f4fbc4ff4ba6701dac0'
 '3d175ad1f0014cd4871eff4e86db9f88' 'c8e706fbdc90420d952deed03c4f04b4']",1d9d7ab8e8e26dabca265f83b6c769f4
1dffee3b908bcf0751d4b6877aca42ea,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '3c063eea52e94164b70c99431ea30bae'
 '252cc8452bfc4c2aa58cab68d8b61879' '7e2c84548fb94ee395ba8588d8f2a006']",1dffee3b908bcf0751d4b6877aca42ea
2045a423d7ec0e6b18300c4009b51f97,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '1943f245ee4243bdbfbd2fd619ae824a'
 '17ed1d92075643579a712cc6c29e8ddb' '3ce7c210a21b4deebad7cc9308148d86'
 'd64ed762ea924caa95c8d06f072a9a96']",2045a423d7ec0e6b18300c4009b51f97
20db9c0dd62cade55b075611582ceb52,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'fbeef791d19b413a9c93c6608286ab63'
 'd2b629c0396f4180a03e16ddf3818589']",20db9c0dd62cade55b075611582ceb52
211397562072e865dcde9c2fafb534b5,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 '2670deebfa3f4d69bb82c28ab250a209' '404309e89a5241d6bff42c05a45df206']",211397562072e865dcde9c2fafb534b5
21406b0be218246fde2ec92aed83430e,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '3d0dcbc8971b415ea18065edc4d8c8ef'
 '3e1b063bbfa9423d84e50311296d2f3c' '9a8ce816ee954bdabd01ea2081538009']",21406b0be218246fde2ec92aed83430e
2225399269f5b8d8b66b99cf4000276e,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '1745a2485a9443bab76587ad650e9be0'
 '32e6ccab20d94029811127dbbe424c64' '94a964c6992945ebb3833dfdfdc8d655']",2225399269f5b8d8b66b99cf4000276e
23688e9dc337373f3b1a22dde4d91f6c,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '68105770b523412388424d984e711917'
 '85c79fd84f5e4f918471c386852204c5' '0467928aa65e4a4fba62bdb1467e3a54'
 'd136b08d586d488f9e4188b524c85a29']",23688e9dc337373f3b1a22dde4d91f6c
23f381240de778e2bc3a13d23bca3565,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'f1c6eed066f24cbdb376b910fce29ed4'
 'b1f6164116d44fe8b8f135d7f65b9e58' 'c8b2408617804483b620e1a6691ac90d'
 'a5e0d1644eb547ba9a5c3211aac4631a' '5a28b94bc63b44edb30c54748fd14f15']",23f381240de778e2bc3a13d23bca3565
2497d5afd088df4a3081fe517742f705,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '9c980dfe3cab44b7a83408405edab0b6'
 'f23484b1b45d44c3b7847e1906dddd37' '929f30875e1744b49e7b416eaf5a790c'
 '4920fda031804ce8a1073ace8e061ed6']",2497d5afd088df4a3081fe517742f705
264f25220ba4af0a533536c5f131719d,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '3d6b216c14354332b1bf1927ba168986'
 '1c109cfdc370463eb6d537e5b7b382fb' '1eb829d0ace042089f0746f78729696c'
 '015e7b58d1a14b44beab3bbc9f912c18']",264f25220ba4af0a533536c5f131719d
2701318aa6b7a9afac87cdf7f06be4fa,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '1943f245ee4243bdbfbd2fd619ae824a'
 'eebcc7ec8e3e4df7aea83659bbdc2199' 'ceadf262ef834e9ab146b20650912cae']",2701318aa6b7a9afac87cdf7f06be4fa
2790bae7f2c75a57fb2b3355a842e5a4,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'e2bf260115514fb3b252fd879fb3e7be'
 'b462b94ce47a4b8c8fffa33f7242acec']",2790bae7f2c75a57fb2b3355a842e5a4
2839fbc9d019e6693439329e5fdfb5a2,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '599164aead034bc19446efacc77554d2'
 'bbf148ae4d48422f8fdef754cfa2b9e4' '7282c73622b8408e97289d959faff483'
 '3deb220d31f74103aa44870a36a63220' 'af7a1584dd15492cb9a4940e285f57fc']",2839fbc9d019e6693439329e5fdfb5a2
28607f3235a38d9f1e6ce31678cbec08,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '3d6b216c14354332b1bf1927ba168986'
 '1c109cfdc370463eb6d537e5b7b382fb' '3d0dcbc8971b415ea18065edc4d8c8ef']",28607f3235a38d9f1e6ce31678cbec08
2a0869932b49c7c5e8ab1b42c3efbd2e,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '9d282b2250f7408888504f1f93c202a8']",2a0869932b49c7c5e8ab1b42c3efbd2e
2a3102391bafcd28c7dd42549ccf48cf,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'b999ed77e19e4f85b7f1ae79af5c002a'
 'cec95bf17e7e4c939b56c9c6f402a29f' 'd005bf75c31d4848ad7041f39651e59c'
 'a2201b8753ba4847ab0b22054e27d2c0' '5d97ff82691c4482973d73d1860e4757'
 '2567445079794d1e84f17abc48776002']",2a3102391bafcd28c7dd42549ccf48cf
2c0c1b5b31fbfa0999a6ab06a2af3d7e,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '3d0dcbc8971b415ea18065edc4d8c8ef'
 '0ee7db2c6bea4630ba9f0c25e8a967ad' '82b0446e7c9d4fc793f7b97f890e9049'
 '44c65dda6fb7472dae36f6eea720ab47']",2c0c1b5b31fbfa0999a6ab06a2af3d7e
2cec5dfa5a6f09a5b21afeb496e812b9,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '1943f245ee4243bdbfbd2fd619ae824a']",2cec5dfa5a6f09a5b21afeb496e812b9
2dce2f2cbf044821729ff6883c3351ab,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'e69dc259edb944ea9ea41264b9fcfe59'
 '5d1b038ce8be4533b54dd79d6496de9b']",2dce2f2cbf044821729ff6883c3351ab
2f1a4c16f74e9a4a92dda5e3341ef376,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'ce36d1d637cf4a4e93f5e37ffbc6bd76']",2f1a4c16f74e9a4a92dda5e3341ef376
32dd9f1e052bb8720a07b05aa6fb5e27,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '26f88ab3e2e04c33a459ad6270ade565'
 'babe97e1d9784cffa1c85abc1e588126']",32dd9f1e052bb8720a07b05aa6fb5e27
334c3ebe03cf82c42af09756374b37b3,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'e19287afe00a431f9a593a4827d1b448'
 'a542fd7aed7341468028928937ea2983' '1c5e296a5ac541c1b5cac4357537c22d']",334c3ebe03cf82c42af09756374b37b3
3367d1af79b215e1e3bbeda05ec12266,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '1943f245ee4243bdbfbd2fd619ae824a'
 '98fc2ee593184c5a839454db4eec7013' 'ed559fb4ebde45518849ec803b350fa3']",3367d1af79b215e1e3bbeda05ec12266
3389efd680d43d6b195bdec5625f5852,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '1c109cfdc370463eb6d537e5b7b382fb'
 '5f1fc373a8f34050a5f7dbd8ac852c1b' '0c010fa3aeac4b28b2fbb8c2339c2521']",3389efd680d43d6b195bdec5625f5852
340768e47ec52080f14b9a1b8d72c0ed,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '68105770b523412388424d984e711917'
 '85c79fd84f5e4f918471c386852204c5' '5b9fa6a959294dc29c8420b2d7d3096f'
 'b84d71ed9c3b45819eb3205fd28e13a0']",340768e47ec52080f14b9a1b8d72c0ed
36698f420af2c02437bac70962717ce6,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'd6d2b5862ddc4c4d87deee3423506817'
 '47d588d26e2b4cccb68fe2af4c147c8f']",36698f420af2c02437bac70962717ce6
3b5e93df489c871dbffe7402a098ed3d,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'de6fa24480894518ab3cbcb66f739266']",3b5e93df489c871dbffe7402a098ed3d
3d208a63fc0c49a5232b248900979fe4,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '8169efeea3ce473d9fd2f1c688126a1c'
 'c885166d0c454a748376b56279f96408' 'a2201b8753ba4847ab0b22054e27d2c0'
 '89b2003e97804961805ea1886d078ebd' '6dd7f5f6b4544271a97f6a136f82fc3d'
 'eb01db8435554f2cbafe39a50f62f20a']",3d208a63fc0c49a5232b248900979fe4
40e1a39840a87dc78c85d45877938e4f,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'de6fa24480894518ab3cbcb66f739266'
 'b999ed77e19e4f85b7f1ae79af5c002a' 'd9ef017549724f4fbc4ff4ba6701dac0']",40e1a39840a87dc78c85d45877938e4f
4102370503cd9bf6c2f6d53fc36975c2,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '3d6b216c14354332b1bf1927ba168986'
 '8d141c0b80f74b79a05eed7fe161fe49' 'bef16fb5fd7344cca5e295b13ef3e0cd'
 'cdc8901e668749889bd49bebdc4ff1f6']",4102370503cd9bf6c2f6d53fc36975c2
413508076503ffc1791365f31de7f406,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '4a67211867e5464ba45126315a122a8a'
 '04dbbb2283b845baaeac0eaf0c34c9da']",413508076503ffc1791365f31de7f406
4198df50195e95a191fc901ca82acac4,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'e2ec7d3cdbeb4dd086ae6eb399332363'
 'fd139ac75b0e4777ab67b7423eaaa37f' '32f6f11a7845416b8c6eb9fb0b382140'
 '91407be8c3e54e23918d3a7183d962db']",4198df50195e95a191fc901ca82acac4
41a88e683c2c4336782cbca122a2f940,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '3d0dcbc8971b415ea18065edc4d8c8ef'
 'ad1595a78935472999444c9330e7730e' 'db8c43fa4df947b09e5754d3b1393ead'
 'adffed660d154b519c1817e514e83096']",41a88e683c2c4336782cbca122a2f940
41d33265517367967d10564cbf8fe7d4,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'd64ed762ea924caa95c8d06f072a9a96'
 '668cf1fdfd644d39acc6350b86117ea2' '33b9e826af3f43838c07c847b6349497'
 'dbe9063124d047dc8d6fcaeadcda038f']",41d33265517367967d10564cbf8fe7d4
43589fe9a00b5cd521a6f3d5ea3e87ac,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' 'ea2b28ca1a974ffab4517811dc1d1e5c'
 'aff21f1da1654e7babdcf3fb0e4a75fc']",43589fe9a00b5cd521a6f3d5ea3e87ac
45a47bb0690d91ed05f85dad1776bc56,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb']",45a47bb0690d91ed05f85dad1776bc56
4630228042c15512e1ed883eb515a81c,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '989add81cf874018a569239b68d17ff2'
 'd562223c17d948bf98e34b4d97dde932' 'cde2d75c51d245879265b79d14b8699b'
 '44594467054849d4a1fadb46ddd51641']",4630228042c15512e1ed883eb515a81c
4747961b7d704e7afe64e6d22c7d010d,"['4119fd06010c494caa07f439b333f4c5' 'd3835bf3dda84ead99deadbeac5d0d7d'
 '077d2820ae1845bcbb1803379a3d1eae' '148fffeb994541b2b4b6dcefda7001a8'
 'c063484895794a0eaae1b0ff070ad4c9' 'e8868920e21b4431aad16e86db977ecb'
 'aea3378bfff842e5b3f4b7a4b55b3879']",4747961b7d704e7afe64e6d22c7d010d
